level_0,level_1,0
V281,V284,0.40729401581778035
V35,V58,0.40725894399780654
V75,V93,0.4072210295816357
V309,V310,0.4058004604568516
V32,V53,0.4056206227117523
V53,V93,0.4054855965435251
V13,V16,0.4054318931215053
V290,V56,0.40528952341107666
V35,V84,0.40509547042466804
V54,V64,0.4049301144374699
V12,V71,0.4048903397968806
V35,V72,0.40486257490498584
V21,V36,0.4048407503436648
V37,V55,0.4048278232067855
V114,V120,0.4040255816101202
V57,V76,0.40389675267367975
V12,V22,0.40353352213245874
V102,V99,0.40350048766026164
V13,V57,0.4034892585770836
V12,V15,0.4034853753522686
V12,V17,0.4032077546191942
V287,V296,0.4030087951401751
V103,V99,0.4024717310004625
V16,V53,0.40235017683939417
V53,V79,0.40202918774096214
V16,V76,0.4019914513291896
V13,V72,0.40176982404187583
V287,V298,0.4013072375489735
V75,V84,0.40106104406184695
V53,V58,0.40102513175167304
V130,V309,0.40079408594789484
V71,V75,0.4005390754822145
V13,V84,0.4005358039231202
V35,V51,0.40020196651962864
V53,V59,0.4001714339418679
V53,V94,0.4001292758597306
V36,V63,0.39962532994681177
V72,V76,0.39935585550576497
V292,V294,0.3993036970399657
V133,V99,0.3992234837929069
V12,V18,0.39918648520028643
V33,V35,0.39903313218958303
V42,V54,0.398940341896534
V45,V47,0.39893310338235743
V109,V111,0.3988730908746092
V21,V53,0.3986385306500887
V102,V321,0.3985675792294815
V32,V75,0.3984756046243645
V134,V99,0.3982820873073879
V15,V75,0.3982763822776624
V12,V93,0.39821699723364545
V286,V98,0.39793067555587947
C14,C9,0.39739576866301385
V53,V84,0.397000857973742
V133,V321,0.3968659701053363
V13,V79,0.39663456079202913
V295,V99,0.3962219697850602
V21,V35,0.39617707517388145
V21,V76,0.395817417703243
V36,V73,0.39581134937934387
V13,V63,0.39574660653824845
V38,V52,0.3956343068161158
V111,V117,0.39534285993947776
V51,V54,0.39528467882308027
V54,V60,0.39521817454354397
V36,V39,0.39483917281516656
V12,V16,0.3947970584128376
V110,V123,0.39479398788936443
V53,V64,0.3942478117252737
V282,V301,0.3939766461622905
V17,V54,0.3936107337407425
V318,V99,0.3935872149832254
V13,V94,0.3934982868624975
V107,V119,0.3934127959515758
V76,V79,0.3932863382878856
V12,V57,0.39290445800616924
V22,V54,0.3926919396252777
V78,V93,0.3924604217115332
V33,V54,0.39163633108671936
V57,V75,0.3915411311675916
V42,V76,0.39143292792947443
V12,V72,0.391230112084948
V35,V63,0.39107706143606
V44,V46,0.3910576898487064
V37,V46,0.3906125269990884
V17,V36,0.3905371031740023
V281,V289,0.3903794715929572
V58,V76,0.39032366755216974
V127,V130,0.3902194104940661
V12,V84,0.3901257811918549
V13,V58,0.3901025374273069
V56,V58,0.3899351954317284
V76,V85,0.3898379184306831
V16,V75,0.38968455248297423
V42,V53,0.38938340680370703
V18,V54,0.3887678492617328
V100,V317,0.3887399950838004
V13,V42,0.3885212126457575
D2,D4,0.38782169654008913
V285,V296,0.387687815545886
V124,V24,0.3875903712022237
V108,V125,0.3872385586084031
V35,V73,0.38722909836218034
V72,V75,0.38713912838181586
V63,V76,0.3866376671430098
V36,V59,0.3864334055475822
V51,V53,0.38641371291711213
V36,V85,0.3863964491055552
V35,V39,0.3863939541823861
V12,V79,0.3863221122049204
V18,V36,0.3855983672008127
V76,V94,0.38544704010092673
V12,V63,0.38536490100897514
V36,V80,0.3850566103710244
V53,V60,0.3847920787153921
V22,V36,0.3846468451709122
V54,V73,0.3838934625569673
V12,V94,0.3838865049578627
V21,V75,0.3836987456815597
V54,V85,0.3833913912689236
V76,V80,0.38334888464910966
V17,V53,0.38321676047548925
V287,V96,0.38256054913071674
V22,V53,0.38232219642709275
V105,V287,0.3822172781961591
V17,V35,0.3821795430425742
V43,V54,0.38184234203981005
V317,V321,0.38135631333484615
V75,V79,0.3812559062598246
V116,V122,0.381200953317434
V17,V76,0.3811451839698905
V22,V76,0.38113195096314145
V33,V53,0.38111534662054597
V13,V59,0.3810103098263774
V33,V76,0.3807247972916489
V13,V33,0.3804995936192979
D11,D2,0.3804845546378836
V42,V75,0.38021453188238075
V12,V58,0.37986891336684675
V13,V51,0.37980391433353083
V287,V299,0.3797100576818193
V280,V287,0.37952709008502195
V285,V298,0.37938393328766734
V36,V52,0.3789524072943063
C14,C5,0.3789498115255729
V12,V42,0.3788776656339271
V18,V53,0.37850173680188115
V317,V99,0.37844400837658515
V58,V75,0.37838326085324514
V35,V59,0.3781673242607673
V35,V85,0.3781326341049916
V75,V85,0.37791297183865774
V54,V80,0.3778886635142555
V115,V121,0.3778797617608862
V36,V64,0.377826375344116
V34,V36,0.37770217979527676
V13,V85,0.3775487227382062
V35,V52,0.377391053201008
V18,V76,0.37734841339275077
V18,V35,0.3773464852154829
V35,V80,0.37682143943468077
V312,V313,0.37654675807700144
V22,V35,0.3764152683844108
V36,V40,0.3763297307613215
V100,V95,0.37628227677025466
V13,V64,0.37600602284884366
V23,V87,0.375935759013769
V37,V87,0.3758418008297116
V34,V35,0.3751601551853178
V63,V75,0.37480999095348116
V285,V96,0.37458447646323345
V51,V76,0.37434560996010346
V43,V76,0.37429866583391525
V100,V279,0.37419621174324713
V98,V99,0.3738004509212409
V104,V125,0.37369577032279117
V290,V55,0.3736765337329992
V114,V117,0.3734790879161907
V53,V85,0.37338819041158583
V53,V73,0.3733746299553767
V100,V104,0.3729947599558522
V56,V72,0.3727669792568155
V59,V76,0.3727168933385986
V43,V53,0.37269402326767864
V100,V294,0.3723984015583429
V36,V60,0.3723228535072795
V75,V94,0.3720072039080722
V13,V43,0.37187730327116
V106,V125,0.3716515161103621
V75,V80,0.3716224343460609
V129,V310,0.3714367995235826
V13,V80,0.3714022729830511
V36,V74,0.37108918690011417
V38,V55,0.3710212292026406
V12,V59,0.37101518442198866
D2,V282,0.3710091334431769
V12,V51,0.370748221640857
V287,V307,0.37054752543452224
V282,V289,0.3701259623852014
V100,V126,0.37009009562413875
V279,V321,0.3699354308382236
V35,V64,0.3697443996236999
V13,V73,0.3696592196013193
V17,V75,0.3694757439509371
V22,V75,0.3694629073201409
V12,V33,0.3694104990920318
V38,V43,0.3693399509898368
V312,V99,0.3693169674677784
V36,V81,0.36901060431761734
V321,V95,0.3689102009999104
V113,V125,0.36884525006982155
V287,V97,0.3687958018971563
V73,V76,0.3686218725315902
V76,V81,0.36854052531125553
V35,V74,0.36852135355390636
V287,V308,0.3684216749985097
V35,V40,0.3682804107544598
V33,V75,0.36821139178338186
V52,V54,0.36814309600467643
V53,V80,0.36802878200969835
V12,V85,0.36773610838450604
V38,V56,0.3676186751629042
V64,V76,0.36735565643456064
V100,V306,0.3672218879333292
V13,V60,0.36680516386691386
V130,V307,0.36645451519717387
V124,V23,0.36641806720212255
V105,V124,0.3663320340025754
V12,V64,0.36614217749423394
V18,V75,0.36579521840091034
V118,V122,0.36564542901603875
V100,V132,0.3652953381971023
V100,V101,0.3652663575439738
V47,V52,0.36516708732784287
V316,V321,0.3651298605520772
V127,V287,0.365117193115518
V44,V77,0.3647786944589854
V52,V53,0.3645767746189547
V106,V287,0.36445967086679093
V35,V60,0.3643586080590878
V294,V99,0.3643331357896276
V100,V293,0.36398985647471
V43,V75,0.3635712603005568
V294,V321,0.3635563873302228
V100,V316,0.36347268228348323
V132,V321,0.36341145062151137
V54,V81,0.36300349831060635
V61,V66,0.3626762646258997
V12,V43,0.36264631194406005
V51,V75,0.36261224594524993
V95,V99,0.36237199626376276
V106,V124,0.36175731815358425
V12,V80,0.36174937366253285
V293,V321,0.3613860026636864
V59,V75,0.3613150696757649
V101,V321,0.36115132006798834
V35,V81,0.36111861034383935
V294,V303,0.3610814383555739
V34,V54,0.3605008090432868
V279,V99,0.3604392376018253
V45,V46,0.3600672879594856
V38,V40,0.3597748787631779
V12,V73,0.35962565341350355
V39,V54,0.35948314467971026
V285,V307,0.35917819995308253
V60,V76,0.3588118260299599
V284,V285,0.35856583985819196
V100,V297,0.3581486197644146
V34,V53,0.35810413089944076
V105,V285,0.3578684650571279
V13,V81,0.3575472080172641
V128,V287,0.35744539777220935
V75,V81,0.35726705530099573
V12,V60,0.35718268615497945
V73,V75,0.35697903583110197
V56,V60,0.3569738297763689
V56,V64,0.35623507923625203
V64,V75,0.3561178392234241
D1,V283,0.35579428984160316
V113,V115,0.35549734981193776
V45,V77,0.35498545084623123
V114,V124,0.3545598509982124
V13,V52,0.35440378837610814
V5,V9,0.35425696354159864
V101,V99,0.35423560313694363
V53,V74,0.3541145946092214
V126,V99,0.354010964967363
V112,V123,0.35393269017714485
V3,V5,0.35376689941616274
V53,V81,0.3535320839837711
V132,V99,0.35305264562921307
V39,V76,0.3529949050535143
V78,V81,0.35296149389722303
V293,V99,0.35291253120670635
V54,V74,0.3526023764824376
V111,V125,0.35240960426598944
V130,V136,0.35166143690195756
V306,V99,0.3514392933629779
V307,V310,0.3512508057905135
V316,V99,0.3511944378050879
V38,V51,0.35088388927318465
V39,V53,0.3508715752201796
V127,V285,0.35081862349618714
V24,V86,0.3508184287212522
V131,V285,0.3505508200800842
V12,V52,0.35038552144182594
V13,V39,0.35004698905305365
V285,V98,0.3500079362338899
V128,V130,0.35000016742665857
V280,V285,0.3497156892162848
V297,V300,0.3491019019015369
V62,V67,0.34844765549007095
V12,V81,0.34825428934312896
D15,V282,0.3480690626671844
V60,V75,0.3478353745116903
V34,V76,0.3477598070794682
V37,V51,0.34744278631302833
V104,V124,0.3474427678261545
V12,V34,0.3473157085654756
V52,V76,0.3470925985419532
V131,V98,0.3467115472613339
V285,V299,0.34652971210384104
V104,V99,0.3463332836158243
V108,V117,0.34598950806535045
V13,V34,0.3449891237351554
D2,V283,0.34495682039985043
V13,V74,0.34410666189214234
V281,V56,0.3438007837466817
V285,V97,0.3437179646814438
V280,V303,0.3433579739498856
V130,V308,0.3432932125311295
V34,V75,0.3431499561635794
V39,V75,0.34287770875744633
V40,V54,0.34260960685123004
V110,V124,0.34257850264117407
V74,V76,0.34243863370187805
V295,V303,0.34237758918502376
V297,V301,0.34232626827677726
V52,V75,0.34220210773535936
V284,V309,0.34179981355230943
V12,V39,0.34135856139132786
V12,V74,0.34105177352677346
V58,V78,0.34101537425134065
V20,V26,0.3409483995614368
V303,V317,0.3405307365138941
V287,V295,0.34030837432904243
V100,V136,0.3402910834087828
V287,V318,0.3401577979730443
V103,V287,0.33995230640341473
V130,V311,0.33977663884117076
V38,V46,0.33973668993779027
V124,V96,0.3397100852108573
V124,V127,0.3393577422423861
V124,V97,0.33933743120671556
V105,V125,0.3391249556600794
V56,V79,0.33891260974802817
V284,V312,0.3383985178716613
V74,V75,0.33794457169392994
V124,V128,0.33781808543044045
V134,V287,0.33762480588344257
V310,V315,0.337612667667866
V102,V287,0.33696397903404524
V40,V76,0.33645912399926975
V56,V77,0.3363177335653085
V106,V285,0.3360757212228722
V109,V125,0.3360171667977617
V114,V23,0.3350054026419774
V283,V315,0.3348810682671182
V285,V308,0.334651419686873
V133,V287,0.3345494047233301
V40,V53,0.33440230233828805
V113,V119,0.33415543981090673
V13,V40,0.33413427593269945
V297,V99,0.33388079526687464
V298,V303,0.3338228260268254
V37,V52,0.3337921508695782
V111,V119,0.3331776477364103
V130,V314,0.333126740692034
V130,V96,0.3327578038469388
V48,V50,0.3321386512764958
V129,V98,0.3314395585527289
V115,V123,0.3310639713472519
V124,V298,0.3309652183326492
V296,V303,0.33089524863563846
V131,V314,0.3307559487601965
V303,V307,0.3302847431214978
V127,V310,0.3298861585670669
V103,V124,0.32983121394842324
V19,V25,0.32934207516290936
V56,V85,0.32916845952969326
V114,V119,0.32916590819740416
V128,V285,0.32915785882227766
V124,V134,0.3289332879456589
V299,V303,0.3289028357435491
V40,V75,0.32681583693203886
V72,V78,0.3265798464253167
V113,V117,0.3262334398933222
V105,V303,0.32587325143915025
V4,V8,0.3258725782236648
V12,V40,0.3258401129961007
V287,V317,0.3257876653941364
V303,V318,0.32572278785808345
V124,V299,0.3253546822249182
V124,V280,0.32513123176838077
V106,V303,0.3246300673773446
V124,V133,0.32392918210719557
V48,V94,0.3236700825913595
V124,V296,0.32355081106845224
V102,V124,0.3235447413996033
V49,V50,0.3228554213588347
V136,V99,0.322849274930136
V128,V131,0.3220078719768826
V114,V122,0.32197291950903884
V303,V308,0.3216291218418354
V112,V125,0.3215107429569117
V124,V308,0.32140609343104826
V118,V120,0.32134737212912995
V102,V285,0.32085775306442865
V77,V79,0.32079335152235094
V111,V115,0.3204978095640225
V127,V131,0.3204554757665251
V104,V135,0.3204081946790739
V284,V288,0.3203191171899991
V125,V299,0.3202787071177906
V124,V295,0.32012060911357426
V45,V78,0.3197575724370791
V124,V318,0.3195896692543033
V23,V44,0.3194099641511742
V103,V285,0.3189284928305092
V105,V130,0.3188637491180392
V2,V4,0.31855389087911495
V48,V51,0.31837931531182356
V34,V48,0.3183210462643905
V56,V93,0.31763215375473214
V285,V295,0.31761454322654503
V33,V48,0.31741160739247826
V133,V285,0.31658692810242484
V55,V59,0.3164576983491041
V108,V120,0.3158735982655824
V285,V318,0.3157293800868724
V134,V285,0.3152456671242776
V131,V308,0.31500000959049756
V279,V287,0.314872297222081
V23,V45,0.3147957162811103
V302,V54,0.3146454097431342
C3,V89,0.31461602219549134
V49,V94,0.3145915214388525
V37,V39,0.31446713407873234
V282,V56,0.31435903296359846
V303,V97,0.31432199093468177
V48,V52,0.3136152465223146
V55,V73,0.3129272899836449
V310,V311,0.3129091327890006
V13,V302,0.31282051069513683
V111,V23,0.31273898263633215
V103,V303,0.3126258211887742
V38,V39,0.3122313221192929
V130,V298,0.3122266554181255
V90,V92,0.3115320301529905
V130,V296,0.31149060901703907
V312,V98,0.3114766139016741
V287,V294,0.31131203530452195
V48,V74,0.31119372535391515
V308,V310,0.3110653364869835
V287,V95,0.31082556426029995
V48,V73,0.3107476752349108
V24,V45,0.3102663896224265
V64,V78,0.31013073658280216
V90,V94,0.3100845292468968
V62,V66,0.3098930289337632
V44,V47,0.30977574961414805
V49,V51,0.3094394210762163
V34,V49,0.309423467060679
V304,V54,0.30906454166983627
V5,V8,0.30871565529697537
V134,V303,0.30870862941374116
V77,V92,0.3086474897435576
V34,V90,0.30862769732689715
V33,V49,0.3085291163976718
V130,V97,0.30848075279080417
V48,V92,0.3084000287897946
V13,V304,0.3082306511018882
V285,V317,0.3081378837563771
V116,V119,0.30813666745716445
V130,V133,0.3079307838626652
V287,V306,0.30790238388071534
V130,V320,0.30771988541666057
V55,V60,0.307561216513534
V116,V120,0.3075466538200653
V37,V47,0.30746890467606314
V42,V48,0.3074292155060918
V15,V48,0.30736090223038437
V124,V307,0.3071372657357696
V302,V36,0.30682160476808124
V128,V303,0.30650487101426405
V302,V53,0.3063443703828274
D10,V282,0.3060283959046723
V61,V67,0.3058293297373999
V2,V5,0.3055044267137577
V290,V294,0.3053644557041715
V37,V56,0.3049808824270504
V49,V52,0.30481596381515974
V33,V90,0.3047331999842053
V55,V74,0.3047193436445118
V12,V302,0.3046213919896716
V131,V307,0.3044867411366665
V126,V287,0.304431850023234
V283,V55,0.30418527705177745
V125,V298,0.3038583321669608
V77,V80,0.30355987556899333
V287,V293,0.30334876588613396
V102,V303,0.3033079355100978
V287,V297,0.3032662448712114
V100,V320,0.3031743183555414
V31,V48,0.30284873514675054
V130,V280,0.302717259678845
V303,V96,0.30268047324963454
V287,V316,0.3026777568504018
V49,V74,0.3024832139465595
V283,V301,0.3024035077320394
V74,V90,0.3023914298187291
V48,V57,0.3022636668987192
V49,V73,0.30204558025072964
V302,V76,0.30192950765796095
V131,V315,0.30164305962286025
V101,V287,0.3015268739241616
V113,V23,0.30145836245848345
V104,V287,0.3013872346189569
V126,V135,0.30135355495206395
V132,V287,0.3010970690160218
V124,V317,0.3010644608105179
V304,V53,0.3009107502506206
V284,V99,0.30085163541320553
V16,V48,0.3007452368672556
V29,V31,0.3004793814466239
V48,V71,0.30044528892824973
V302,V35,0.30025797108429086
V12,V304,0.30015121129436384
V31,V90,0.300120962826216
V49,V92,0.2997765759630788
V130,V134,0.2996600550228769
V90,V93,0.299598312428741
V91,V92,0.2994317762044951
V309,V313,0.2994256292601754
V281,V286,0.2992118479689538
V133,V303,0.29919128833543385
V290,V78,0.29910477206829317
V77,V93,0.29896383908794955
V69,V94,0.29889204887136633
V42,V49,0.29883661094179187
V15,V49,0.29877485521677283
V43,V78,0.2987164360056507
V308,V312,0.2986966306064903
V73,V90,0.298662656340181
V119,V121,0.29847103185963214
C3,V28,0.2982082800874426
V124,V95,0.29818796375008677
V112,V124,0.2981760703178746
V106,V130,0.29815292845852703
V91,V94,0.29800398393679256
V55,V58,0.297250964068431
V56,V74,0.29722054787402097
V124,V99,0.29684723976917654
V124,V126,0.2968432984857556
V55,V57,0.29674098366887974
V285,V294,0.29661427243521093
V34,V91,0.2965733000316049
V125,V296,0.2965415962003839
V130,V318,0.29641832955934555
V55,V63,0.29631726299499095
V128,V310,0.29631612006848196
V309,V98,0.29608578372573546
V310,V313,0.29595390896229923
V37,V40,0.29588336246559777
V50,V90,0.29582459673135186
V48,V93,0.2956907462439392
V32,V48,0.2956222832095693
V38,V85,0.29539901023593296
V136,V310,0.2953304460935453
V29,V34,0.29521631791214126
V60,V78,0.29516920938436175
V29,V94,0.29511449174712007
V126,V130,0.295112806494726
V84,V90,0.29506632333168564
V20,V25,0.295004351160466
V114,V24,0.2949712033081534
V304,V36,0.29493533772615543
V107,V122,0.2948052247586334
V71,V90,0.29468735987210737
V48,V79,0.2946519958062113
V77,V84,0.2944880058853402
V5,V7,0.29444706008726906
V31,V49,0.29438914964015167
V43,V48,0.2939418206896377
V49,V57,0.2938154966974434
V127,V303,0.29372957991784526
V29,V32,0.29370827942222827
V69,V74,0.2935970953825083
V38,V42,0.2932724743776093
V69,V71,0.2932405457344754
V32,V90,0.29317581915224195
V102,V130,0.2930914685073004
V296,V310,0.2930416156197347
V15,V90,0.29302868655178566
V33,V91,0.29289467486600224
V302,V75,0.29270054403949863
V130,V299,0.29263774467943404
V34,V69,0.2926284867653125
V124,V132,0.29237475410552366
V16,V49,0.29234399670610134
V304,V76,0.2922017452142909
V101,V124,0.29212174396631463
V49,V71,0.292047944158012
V48,V58,0.29203375183875985
V109,V123,0.2920130024540226
V125,V97,0.2919716017127252
V297,V303,0.29157590715718984
V130,V317,0.2914907415393704
V108,V119,0.29146428791141965
V125,V128,0.2912939122161776
V130,V306,0.2912863223736185
V29,V33,0.2910063436847142
V279,V303,0.29087455632745274
V310,V320,0.29081096364261355
V307,V312,0.2907857917195273
V13,V303,0.2905828974715722
V21,V29,0.2904947022432337
V74,V91,0.2904796422873705
V48,V84,0.2903755828955916
V48,V72,0.2903157141014817
V103,V130,0.2902767643172167
V107,V111,0.2902022934229877
V30,V31,0.2900853255303755
V135,V297,0.28963228608896174
V69,V73,0.28953624831782565
V77,V81,0.289466223520449
V297,V319,0.28946418903505444
V70,V94,0.2894271611983639
V124,V279,0.289152004013757
V298,V310,0.2891104326238259
V279,V285,0.2887811080079765
V304,V35,0.28862598315053684
D4,V282,0.2885911473318635
V124,V136,0.28855230386660974
V31,V91,0.28846995930909747
V33,V69,0.28838605716883536
V51,V90,0.28825838826181205
V57,V90,0.2880672020678481
V91,V93,0.28796157748349854
V111,V120,0.287884395827236
V55,V64,0.2878571648250063
V303,V54,0.2876397452299995
V124,V294,0.28749245319225425
V287,V289,0.28745281084126534
V49,V93,0.2874226583574522
V32,V49,0.28736456345496947
V285,V95,0.287294122929848
V73,V91,0.2870633724535271
V293,V303,0.2869821149488266
V51,V77,0.2869417721936374
V108,V124,0.28680590047939086
V16,V90,0.28670731642467817
V29,V74,0.2866992635305306
V49,V79,0.2864131695488081
V320,V99,0.28639311115416577
V78,V92,0.28628500585710437
V124,V293,0.2862288191429829
V29,V92,0.2859208507552387
V283,V314,0.28585410654800103
V43,V49,0.28572618696792124
V124,V316,0.2856933593664962
V104,V303,0.28536474160949
V55,V72,0.2853323340034869
V130,V295,0.28526350807921685
V30,V34,0.28498154842000334
V30,V94,0.2849127419746481
V72,V90,0.2848286552564731
V45,V52,0.28482864026189236
V291,V317,0.28477804509977334
V55,V71,0.2847449891913399
V124,V306,0.28452754935720986
D2,V314,0.2845034804033872
V67,V74,0.284476978072161
V70,V74,0.28432220854823703
V50,V91,0.2841120874779034
V21,V48,0.2840986763322915
V123,V86,0.2840068227243803
V70,V71,0.28400125909350865
V49,V58,0.283871504411636
V310,V96,0.28385099772328465
V52,V90,0.28384523388257615
V84,V91,0.28360561593076383
V30,V32,0.2835484466077381
V37,V42,0.2835081425506019
V131,V313,0.2833816253547345
V304,V75,0.2832700544850546
V69,V92,0.2832608166554798
V34,V70,0.2832524930841017
V71,V91,0.2832400804275472
V69,V72,0.2832275449279584
C5,V70,0.2830876047251263
V12,V303,0.28296512294398596
V29,V73,0.28254874895017923
V21,V90,0.2823041459674224
V49,V84,0.2822561070895601
V49,V72,0.2822014875220078
V284,V289,0.28196849440037897
V128,V135,0.2818010149190203
V32,V91,0.2817944369046408
V130,V98,0.28172248108965586
V15,V91,0.28165273363029053
V39,V77,0.28151690603906454
V100,V124,0.2814901794117268
V303,V95,0.2810053786697775
V38,V79,0.2809877845491675
V30,V33,0.2809370867899908
V303,V316,0.28082059487835326
V116,V23,0.2806782976381488
V285,V293,0.28061346314922
V285,V306,0.2806035018983465
V29,V71,0.2805037426941466
V79,V90,0.2804954013229862
V21,V30,0.2804460321312806
V48,V63,0.28043063608262697
V70,V73,0.2804088874321764
V57,V77,0.28027259401470606
V101,V285,0.28013782338437276
V303,V53,0.28005119717113897
V135,V306,0.27989072914497537
V52,V77,0.27983615503227727
V303,V306,0.27981619992676715
V31,V69,0.27961051851177854
V4,V6,0.2795964712934346
V126,V285,0.27957178255561954
V22,V29,0.2795550612161757
V63,V69,0.27954413265333783
V15,V29,0.2795217066753179
V128,V312,0.27948924064725555
V38,V64,0.279369646535578
V17,V29,0.2793293799467181
V33,V70,0.2792820355568345
V285,V316,0.27922974934696715
V57,V69,0.2791945628658205
V103,V125,0.2790400023269693
V132,V285,0.27897650800434476
V127,V312,0.27858905538976847
V108,V23,0.2785402360941869
V58,V90,0.27838660745149074
V116,V24,0.27829411234793466
V101,V303,0.27815271462610364
V85,V90,0.2780359568475915
V19,V26,0.277750198518169
V51,V69,0.2774368616715395
V125,V134,0.2771022721186813
V39,V48,0.2770664446614661
C5,V30,0.27703270078081904
V29,V50,0.27690560234271666
V57,V91,0.2768771184747384
V132,V303,0.27686735966571774
V50,V69,0.2768350097679654
V51,V91,0.276825056677278
V105,V131,0.2767737132005682
V38,V74,0.276758563182703
V15,V69,0.2767203125715723
V136,V287,0.2766920146678104
V38,V60,0.2766661196856754
V30,V74,0.2766393148627875
V77,V85,0.27656312017231033
V18,V29,0.27654357367085397
V282,V302,0.276361917148509
V15,V77,0.2763168010499112
V125,V127,0.27621397970037975
V21,V49,0.2761629859590278
V125,V96,0.27610643350075204
V30,V92,0.27602962011348037
V63,V90,0.2757578695680656
V126,V303,0.27559164239920914
V16,V91,0.27557677180857887
C3,V27,0.2753718585055278
V306,V319,0.27536136509778353
D2,V315,0.2753502263951476
V125,V280,0.2751039580332106
V77,V94,0.2750967120172033
V29,V93,0.2750641539423074
V42,V77,0.2748475492314948
V105,V310,0.2748293532928108
C5,V91,0.2746182907356729
V38,V81,0.2745094153625545
V29,V51,0.2744763206453062
V116,V117,0.2743290840090463
V70,V92,0.27431984675017657
V70,V72,0.2743037432577178
V292,V317,0.27423601566961614
V78,V80,0.2742155797542417
V131,V96,0.2742026744379798
V17,V48,0.2740609893164386
V285,V297,0.27393289150293254
V72,V91,0.27376434306014835
V42,V90,0.27366164600686715
V104,V285,0.27356699332743767
V16,V29,0.27350271980004415
V80,V90,0.2734079188063614
V4,V9,0.27320721871957915
V130,V137,0.27319099487283616
V58,V77,0.27304863376656824
V32,V69,0.2729307138310758
V30,V73,0.2727833614750298
V52,V69,0.2727519994975963
V37,V43,0.27275040070088113
V125,V136,0.2727021590239885
V49,V63,0.27259269500765715
V78,V84,0.2725896926580663
V52,V91,0.27258727336589944
V131,V298,0.2723247746855768
V303,V76,0.27220614725406717
V29,V57,0.27219989096347846
V69,V93,0.2721357669922567
V284,V310,0.27184040765808354
V17,V90,0.27183963848792514
V22,V90,0.27183020333515606
V21,V91,0.2713449675839332
V48,V59,0.27117339361533993
V48,V85,0.27104751996956383
V29,V72,0.2710400779348819
V125,V308,0.2709580799616131
V31,V70,0.27080174838195015
V30,V71,0.270799385890866
V63,V70,0.27073638622014135
V16,V69,0.2707277700465847
V18,V48,0.27059524722252826
V131,V97,0.2705590693809724
V29,V52,0.27045481634703583
V57,V70,0.2703978305175944
V110,V122,0.27032252290880915
V46,V51,0.27027428924355246
V40,V78,0.2702072147633001
V48,V80,0.2701089014906395
V126,V131,0.2699946094597027
V290,V303,0.2699586458396123
V22,V48,0.26992768995607014
V303,V36,0.26989365703067597
V22,V30,0.26988481055038444
V69,V79,0.2698528016485539
V15,V30,0.26985260979547604
V58,V69,0.2698002443180422
V309,V315,0.2697229853269571
V17,V30,0.26966693595047786
V38,V73,0.26961872779824386
V79,V91,0.2696006449002991
V131,V296,0.26957726995460235
V29,V84,0.2694710387692081
V124,V297,0.2694494527646461
V39,V49,0.26932247539212034
V59,V69,0.26922589658011625
V112,V23,0.26915041782197296
V106,V131,0.2691372957174203
V18,V90,0.26913171300770544
V40,V77,0.2690401787855161
V125,V297,0.2690366577051546
V310,V98,0.26877470907254
V113,V124,0.26877083092828913
V56,V81,0.26873794207305385
V51,V70,0.26861181597077327
V299,V304,0.2686026914509463
V59,V77,0.2685464897152263
D2,V313,0.26849859231525
V125,V295,0.2684024923330658
V16,V77,0.26824698730049257
V43,V77,0.2682353206553869
V21,V69,0.268232903344149
V123,V87,0.26821465384973636
V50,V70,0.2680276058786225
V15,V70,0.2680025319876065
V58,V91,0.267572570410666
V15,V38,0.26736469473223284
V85,V91,0.26723672800662074
V71,V77,0.2672233940078244
V30,V50,0.26710073427195147
V18,V30,0.26697749511467983
V29,V63,0.2669767385672561
V280,V310,0.26694150605736927
V29,V79,0.2668752656331657
V33,V77,0.26680139091930644
V69,V84,0.2664375002010235
V44,V78,0.2664251333737833
V17,V49,0.26640566536953
V110,V119,0.26638358456213407
V123,V45,0.26630471007326845
V125,V318,0.26620466918320623
V59,V90,0.2658292858421929
V131,V280,0.2657997001846144
V30,V93,0.2655485033445223
C3,V68,0.26539534972246615
V52,V78,0.26536263278629246
V131,V134,0.265318268339242
V131,V306,0.2653055033184576
V131,V284,0.26528244562369563
V283,V78,0.2652491606489942
V64,V69,0.265240623349728
V48,V64,0.26513359008885323
V106,V304,0.2651057798383561
V38,V58,0.26504733666691066
V63,V91,0.26504589335885614
V30,V51,0.2647625858892381
V299,V310,0.2647226757949094
C9,V70,0.2644998292018357
V131,V299,0.26446546818277156
V63,V77,0.26442572618425525
V57,V78,0.26438489537703613
V32,V70,0.2643323837992855
V51,V78,0.264170498612774
V303,V35,0.2641200095463643
V40,V48,0.26407800365411166
V16,V30,0.2640418291697772
V52,V70,0.2640109040437772
V310,V317,0.2639957463317064
V283,V300,0.26394545812364245
V303,V75,0.2638855020489801
V49,V59,0.2635941891599042
V70,V93,0.26354593745973687
V49,V85,0.26346846379042954
V135,V308,0.26345501259420984
V130,V294,0.2633585393754172
V281,V313,0.26334981763851856
V131,V133,0.26323874094915223
V29,V58,0.26316900497483464
V18,V49,0.26303674395228877
V24,V44,0.26295912720322057
V81,V90,0.2628464619491252
V42,V91,0.26282651234850457
V80,V91,0.26278844816312646
V30,V57,0.26278283913190265
V131,V318,0.26273997086019607
V49,V80,0.2625561349375688
V38,V94,0.2624299052631277
V22,V49,0.2623878946854728
